    2.43    4.25    5.25    4.00    4.00
    3.43    5.75    5.50    3.00    5.00
    5.57    6.00    3.50    2.00    1.33
    4.71    4.25    4.75    4.00    4.33
    5.00    5.50    5.00    2.33    2.67
    1.86    3.25    5.50    5.67    5.00
    5.29    4.00    6.00    4.67    4.00
    5.14    2.00    7.00    6.00    6.00
    6.57    6.00    4.00    2.67    5.00
    6.57    5.25    4.50    3.67    3.33
    4.14    4.00    5.00    3.00    4.00
    3.86    5.50    5.00    4.00    4.00
    5.00    3.75    6.50    5.00    4.00
    4.57    4.50    4.75    4.33    4.67
    4.29    4.75    5.50    4.33    4.00
    4.29    4.00    5.75    4.67    4.33
    2.57    2.50    5.75    6.00    5.00
    3.71    3.25    6.75    5.00    5.00
    5.71    4.00    5.50    5.00    4.00
    4.00    4.00    5.75    2.00    2.33
    7.00    4.00    5.75    3.33    4.00
    3.14    3.75    5.75    6.33    6.33
    3.57    3.75    4.50    3.33    1.33
    2.29    4.00    4.50    5.33    5.33
    5.43    3.75    5.00    5.67    5.33
    3.57    3.75    5.50    4.33    4.00
    6.86    3.25    5.50    4.33    4.33
    4.57    4.25    6.25    3.33    4.00
    4.86    3.25    6.25    4.67    2.33
    3.57    3.50    4.75    5.33    7.00
    6.29    5.25    6.50    5.00    5.00
    4.57    6.75    3.50    2.33    3.67
    3.71    5.25    5.00    7.00    7.00
    4.29    3.00    6.75    4.33    4.67
    4.43    4.50    3.75    3.33    2.33
    6.29    4.00    5.25    3.33    3.00
    3.29    4.50    5.25    4.33    5.33
    5.71    4.50    5.50    5.00    6.00
    6.86    4.00    5.75    7.00    7.00
    6.57    5.75    6.25    3.67    6.67
    6.71    5.50    3.50    1.00    1.00
    5.57    5.25    5.00    3.33    3.67
    4.29    3.00    5.00    6.00    5.00
    4.71    5.00    3.75    2.67    3.33
    2.43    4.00    4.00    3.33    3.33
    4.00    3.00    4.50    6.33    6.00
    4.43    4.25    5.00    3.33    3.33
    4.29    4.75    5.00    4.00    4.67
    5.00    6.00    6.00    2.67    3.00
    5.43    4.25    4.50    2.67    3.00
    4.43    4.50    5.25    4.00    4.67
    2.71    3.50    6.00    3.00    3.67
    6.43    4.25    6.25    6.33    6.33
    4.43    4.50    3.00    5.00    5.33
    3.86    5.00    3.50    2.33    5.00
    2.43    3.75    4.00    4.33    4.33
    4.29    3.50    5.00    3.33    4.67
    4.00    4.50    5.25    3.00    1.67
    4.71    6.00    6.00    3.00    1.67
    6.29    4.50    6.50    3.00    4.00
    2.57    4.00    2.50    3.33    2.67
    2.29    5.50    3.25    1.00    1.00
    3.00    4.00    4.75    2.33    2.33
    3.29    4.00    4.75    3.00    3.67
    1.00    2.75    1.25    1.67    1.33
    3.14    4.75    4.25    5.00    6.33
    4.86    3.50    5.75    6.00    5.67
    3.00    4.75    6.25    3.00    3.33
    1.57    6.25    4.25    2.33    1.67
    5.57    4.00    5.50    3.00    3.67
    3.71    3.25    6.00    4.33    4.33
    4.00    4.75    6.25    5.00    5.00
    5.86    4.00    3.00    2.67    2.33
    1.71    3.50    3.25    6.00    7.00
    1.86    3.50    3.75    2.33    2.67
    4.00    6.00    5.50    3.33    3.00
    5.43    4.50    5.75    4.00    5.00
    3.71    3.50    3.00    6.33    6.67
    3.71    4.25    5.50    4.67    4.33
    4.57    4.75    5.00    2.67    3.00
    3.57    4.00    3.50    2.00    1.67
    3.71    3.75    4.00    4.00    4.33
    2.29    3.75    5.25    4.67    5.33
    4.71    5.00    5.25    5.33    5.00
    5.14    4.00    5.50    4.00    4.00
    4.00    4.25    4.50    3.67    1.67
    5.71    4.00    2.75    1.67    1.33
    5.86    3.75    5.00    5.67    6.67
    4.43    4.50    5.25    2.00    3.33
    5.43    7.00    5.75    2.67    2.67
    7.00    7.00    4.50    4.00    3.33
    3.00    1.50    6.50    7.00    3.00
    4.86    4.75    3.00    5.00    3.00
    2.57    4.25    4.75    6.00    1.67
    4.29    3.50    5.75    2.00    1.67
    5.43    6.25    6.75    2.67    3.33
    4.29    4.00    4.00    4.00    4.00
    5.57    5.25    5.50    4.67    3.33
    5.57    4.25    5.75    5.33    4.00
    5.57    4.50    6.00    4.00    4.00
    6.43    5.50    6.25    6.33    6.00
    5.86    4.25    4.75    4.33    4.33
    5.86    4.25    5.50    4.00    4.67
    2.57    3.75    3.75    1.33    1.00
    4.86    5.75    5.25    2.00    2.67
    2.71    3.50    5.50    6.00    5.33
    4.00    3.50    5.75    3.67    3.67
    5.86    5.50    5.50    2.33    1.67
    3.71    3.25    6.00    5.00    6.33
    6.71    4.00    6.75    3.33    3.33
    5.14    2.50    6.25    1.33    1.67
    4.57    2.25    6.25    4.67    4.67
